id sender,id receiver,amount,trxn_id,transaction type
CUST54570501,CUST90195396,9730.0,GJLB75951195,0
CUST47262010,CUST86587232,1858.0,POFH69026515,0
CUST78749858,CUST54570501,2420.0,DBYJ80004189,0
CUST99163899,CUST32283109,2700.0,SWXD85912669,0
CUST20442883,CUST77650473,15000.0,FNJU91242831,0
EXTERNAL908126,CUST64532600,10036.0,BUAJ24226244,0
EXTERNAL767725,CUST72720443,3023.0,BEKO73085056,0
EXTERNAL767725,CUST86260710,3397.0,REJD98333951,0
EXTERNAL274869,CUST72720443,11097.5,KSIL52148917,0
CUST66899410,CUST94316379,17912.5,ZHNK32572068,0
CUST66899410,EXTERNAL400463,1180.0,XCDF79512086,0
CUST66899410,CUST53128952,4050.0,UNZO21104317,0
EXTERNAL318868,CUST70977942,2612.0,JWXX88089663,0
EXTERNAL318868,CUST54490370,1315.5,SJBU90315550,0
EXTERNAL206136,CUST87731042,22486.0,EKJH18134016,0
EXTERNAL206136,CUST53185470,28879.0,MWTR46659065,0
EXTERNAL206136,CUST70977942,7738.0,PEGJ33325767,0
EXTERNAL206136,CUST70977942,8688.0,XIIG85451342,0
EXTERNAL734218,CUST70977942,7410.0,FORA25654623,0
EXTERNAL248256,CUST69473096,1543.0,GIJR92995035,0
EXTERNAL248256,CUST70977942,4243.5,IKQQ75005590,0
EXTERNAL351715,CUST70977942,1253.0,ERUL11830884,0
EXTERNAL214288,CUST42806651,4099.0,GHCC51303421,0
EXTERNAL214288,CUST70977942,4005.0,AQDT83745194,0
CUST89933886,EXTERNAL976454,2254.0,BTOU39006543,0
CUST89933886,EXTERNAL295923,1815.0,WEDQ29417385,0
CUST89933886,CUST70977942,2156.0,ODLV39159632,0
EXTERNAL762362,CUST48405391,2022.0,KMTT99078575,0
EXTERNAL762362,CUST19902386,1980.0,OAWB71448892,0
EXTERNAL726087,CUST21866828,25333.0,XWRC85210732,0
EXTERNAL726087,CUST38983122,7231.0,WKIC51069391,0
EXTERNAL726087,CUST86411200,2666.0,RRRO72475812,0
EXTERNAL976266,CUST34360759,2344.0,DWLW13407473,0
EXTERNAL976266,CUST64395866,1144.5,YOHB76385386,0
EXTERNAL115428,CUST45674350,3848.0,QDTG66150001,0
EXTERNAL115428,CUST81265791,5150.0,TSZC63511869,0
EXTERNAL115428,CUST13311146,1370.0,UETX62545165,0
EXTERNAL756713,CUST45674350,3255.0,KLLD30760413,0
EXTERNAL756713,CUST90480699,1473.5,LUSG62978992,0
EXTERNAL758532,CUST28074411,3377.0,WAIM18518952,0
EXTERNAL758532,CUST45674350,2492.0,GNIE57005186,0
EXTERNAL758532,CUST45674350,2545.0,VPEN32084079,0
EXTERNAL758532,CUST54938421,4136.0,MZQO55587583,0
EXTERNAL758532,CUST33480192,4155.0,UCCG48929420,0
EXTERNAL892205,CUST64546436,2034.5,ASRP53888587,0
EXTERNAL892205,CUST45674350,4208.0,QOOV98232188,0
EXTERNAL160323,CUST34286703,2692.0,VBPD25205964,0
EXTERNAL160323,CUST65141010,1746.5,BAWE17629408,0
EXTERNAL463866,CUST85769551,17996.0,RWWP12027562,0
EXTERNAL140181,CUST54631251,5280.0,GAIG71967830,0
EXTERNAL140181,CUST38966266,1086.0,ELOX83423196,0
EXTERNAL140181,CUST85769551,5602.5,RUIU71394748,0
EXTERNAL140181,CUST99931838,4230.5,VPCH63064399,0
EXTERNAL140181,CUST64222586,4593.5,IPLH91809354,0
EXTERNAL588946,CUST85769551,43970.0,WESJ57599710,0
EXTERNAL650015,CUST85769551,5328.0,GIFX40536018,0
EXTERNAL650015,CUST25100749,5288.0,EAMX33095729,0
EXTERNAL317650,CUST41274277,65770.0,EYLT30186934,0
EXTERNAL317650,CUST85769551,45428.5,PGZT20862301,0
EXTERNAL317650,CUST49987229,44200.0,LXMD82102595,0
EXTERNAL611016,CUST26958534,40085.0,MCEP79216133,0
EXTERNAL611016,CUST24564765,1040.0,WYGY63689814,0
EXTERNAL611016,CUST70236467,40068.0,ZVQO50301845,0
EXTERNAL611016,CUST85769551,2587.0,HTLR49716121,0
EXTERNAL527948,CUST38998449,25112.0,AJBR34672906,0
EXTERNAL527948,CUST85769551,8042.0,TNFK87552838,0
EXTERNAL198315,CUST85769551,1035.0,WHOA71672514,0
EXTERNAL191095,CUST20146665,1160.0,EPUC33470823,0
CUST94744024,CUST20146665,1450.5,UZKM94832732,0
EXTERNAL107307,CUST40714426,1497.5,WWTV89392234,0
EXTERNAL107307,CUST20146665,6980.0,TEXJ82386619,0
EXTERNAL535585,CUST33059790,1160.0,BUFT23702827,0
EXTERNAL624650,CUST33059790,6663.0,EORY89557558,0
EXTERNAL152078,CUST93823788,9349.5,AWTO52863946,0
EXTERNAL152078,CUST71482189,5240.0,VEGI78323733,0
EXTERNAL152078,CUST33059790,7893.0,CDHO23045219,0
EXTERNAL860794,CUST22496592,23168.0,BWHE25009624,0
EXTERNAL860794,CUST83527540,28984.5,EONL21096515,0
EXTERNAL695268,CUST13316799,2700.0,HLRI29067872,0
CUST49527785,EXTERNAL733654,3935.0,UGUI34661591,0
CUST49527785,CUST44348689,4195.0,PRMC21401031,0
EXTERNAL115117,CUST72239801,1932.0,OOUZ33052413,0
EXTERNAL115117,CUST44348689,4414.0,YJNY52180819,0
EXTERNAL907939,CUST41632480,7841.0,CSCJ73233110,0
EXTERNAL907939,CUST19045186,1167.0,ZAPS78729773,0
EXTERNAL907939,CUST32417932,2000.0,BHPU96277994,0
EXTERNAL985690,CUST75072593,1866.0,QYVW67487687,0
EXTERNAL985690,CUST57212625,4270.0,BXIH76785723,0
EXTERNAL985690,CUST10521548,5149.0,QUZI92217508,0
CUST36803709,CUST38619845,3227.0,TNLF25097991,0
CUST36803709,EXTERNAL351987,1018.0,FLIM68597382,0
CUST36803709,CUST22498420,2670.0,PBHW98788692,0
CUST36803709,CUST38619845,3300.0,TXQH61142443,0
EXTERNAL262559,CUST87779877,1475.0,KWRY64268295,0
CUST87088153,CUST52984491,1187.5,AUTI66938775,0
CUST87088153,CUST87779877,3754.0,CMPR94668684,0
EXTERNAL103302,CUST15182071,1965.0,HTXG99396382,0
CUST90944243,CUST89733037,1044.5,IRPH29062109,0
CUST90944243,EXTERNAL110639,1000.0,FFEG35334550,0
CUST90944243,CUST19045186,1685.0,PELS23268903,0
CUST47048868,EXTERNAL637523,1156.0,XFUL89372079,0
CUST47048868,CUST50237501,1205.0,FLGM46316574,0
CUST47048868,CUST19045186,1035.0,JAVI56316403,0
CUST47048868,CUST55005800,6690.0,WHAL82000408,0
EXTERNAL871723,CUST11240383,9980.0,CIAA79706538,0
EXTERNAL871723,CUST19045186,8141.5,OJWS94203459,0
CUST98825753,CUST98262263,1385.0,BBSE68438573,0
CUST98825753,EXTERNAL166442,4240.0,RPAO22836406,0
EXTERNAL531873,CUST98262263,33009.5,DZVB21281169,0
EXTERNAL531873,CUST24889770,1340.0,XNXO14980519,0
EXTERNAL531873,CUST39070172,24383.5,FWMY81234952,0
EXTERNAL739373,CUST73800248,5086.5,DYBM14754730,0
EXTERNAL739373,CUST98262263,33556.0,YSYW66278070,0
EXTERNAL739373,CUST66327417,3105.0,XVJJ81455144,0
EXTERNAL739373,CUST69797278,38260.0,ZLRP77690595,0
CUST26886462,EXTERNAL660609,40719.0,ABEJ51227478,0
CUST26886462,CUST98262263,2044.0,IONG71317151,0
CUST26886462,EXTERNAL178145,1362.0,RMUH18207015,0
CUST13022889,CUST98262263,18348.0,RPUF95453119,0
EXTERNAL465987,CUST13022889,5530.0,YDAV50655138,0
EXTERNAL465987,CUST69307740,1336.0,ESRZ94946218,0
EXTERNAL465987,CUST67094114,1350.0,UDZI23162702,0
EXTERNAL465987,CUST61292060,7782.0,MOYY68770927,0
EXTERNAL465987,CUST98262263,5400.0,JSWE41748349,0
EXTERNAL382127,CUST39070172,2508.0,ISSY17148123,0
EXTERNAL382127,CUST26141961,2243.0,CUPR54487115,0
EXTERNAL894495,CUST96985354,1260.0,GJPJ25457018,0
EXTERNAL894495,CUST39070172,22697.0,LWZW73850814,0
EXTERNAL894495,CUST82985124,16767.5,ZFPD77155756,0
EXTERNAL894495,CUST59407582,6465.0,UCZH23676959,0
EXTERNAL453310,CUST39070172,6356.0,WHPS30766252,0
EXTERNAL622718,CUST47035199,1257.5,PRUF26654950,0
EXTERNAL935466,CUST73457399,6195.0,BLAH49970970,0
EXTERNAL935466,CUST91848246,6710.0,CQBN88593405,0
EXTERNAL940827,CUST73457399,3427.0,KQOR69653983,0
EXTERNAL940827,CUST93669479,28711.5,XGXE15531629,0
EXTERNAL940827,CUST69081517,4918.0,YQNE70792316,0
EXTERNAL940827,CUST88436666,4337.0,OJFD73360372,0
EXTERNAL411376,CUST47761322,27998.0,RWHO23964322,0
EXTERNAL411376,CUST73457399,2928.0,DVXC28844879,0
EXTERNAL411376,CUST50119698,32770.0,GGEG16170589,0
EXTERNAL500937,CUST80923417,1610.0,FJVX40730910,0
EXTERNAL500937,CUST73457399,1348.0,YPCZ93098862,0
EXTERNAL500937,CUST55614695,1162.0,QNAM48784698,0
EXTERNAL265823,CUST73457399,5373.0,ZDBB20260965,0
CUST39976333,CUST28125890,6107.0,ZWSC20281654,0
EXTERNAL282310,CUST56773716,9722.5,YEAR70369550,0
EXTERNAL282310,CUST39216311,7847.0,OENR86233894,0
EXTERNAL282310,CUST28125890,4977.0,SDBP74338400,0
CUST89838718,CUST15503361,12015.5,PIAR65136048,0
CUST89838718,CUST15503361,12460.0,MSYM12671044,0
EXTERNAL687978,CUST43422083,1610.0,PVCM30428155,0
EXTERNAL687978,CUST15503361,1246.0,UVMR29616586,0
EXTERNAL687978,CUST28813703,1843.0,YAKR67186143,0
EXTERNAL687978,CUST34756871,1050.0,PHXV78688600,0
CUST37884490,CUST15503361,3502.0,VHGC75340335,0
EXTERNAL454168,CUST15503361,7290.0,DEXH35146677,0
EXTERNAL454168,CUST96855426,8671.0,BCGG12205565,0
CUST52269735,CUST63505111,1660.0,YPVA97509080,0
EXTERNAL322457,CUST24889770,1130.0,USWO20434926,0
EXTERNAL322457,CUST99442802,5299.0,OOXZ97207529,0
EXTERNAL322457,CUST24434573,1184.0,INEX84385378,0
EXTERNAL322457,CUST40709755,23479.0,QOOR12843062,0
EXTERNAL374419,CUST24889770,1267.0,KOFZ96495794,0
EXTERNAL374419,CUST94577407,2631.0,XJBJ94672767,0
EXTERNAL374419,CUST68147585,3512.0,AMCN74070525,0
EXTERNAL374419,CUST76493457,1630.0,JMFY15855046,0
EXTERNAL374419,CUST99281574,2029.0,GBMA36031997,0
EXTERNAL555055,CUST85302937,7064.0,XYDZ47597437,0
EXTERNAL555055,CUST24889770,1070.0,XZOI38648281,0
EXTERNAL555055,CUST24255560,5422.0,UNYZ36099401,0
EXTERNAL555055,CUST58130513,1790.0,KKCM91430830,0
EXTERNAL339803,CUST29156003,4507.0,MJDV18187867,0
EXTERNAL339803,CUST55050625,3005.5,IZMJ83594339,0
EXTERNAL339803,CUST29156003,8892.0,UTMX90242085,0
EXTERNAL443861,CUST28564744,11881.0,UXKD57667176,0
EXTERNAL443861,CUST29156003,6628.0,HWKA31284418,0
EXTERNAL443861,CUST39648535,3040.0,BEDH23284194,0
CUST59187176,EXTERNAL390924,1770.5,XGGI27901860,0
CUST59187176,CUST35475939,6598.0,CAGH82955126,0
EXTERNAL264989,CUST75213349,58075.0,JMQD61087677,0
EXTERNAL439731,CUST75213349,1100.0,YNPK11997116,0
EXTERNAL647922,CUST13567965,2885.5,KCTO61488099,0
CUST18223545,CUST89137381,1306.5,OIIC70786923,0
CUST18223545,CUST89273283,1544.0,JYBH74109293,0
CUST60829394,CUST89137381,2600.0,SFPN86777864,0
CUST54743885,CUST36025754,4380.0,IGHL14029562,0
CUST54743885,CUST89137381,9838.5,UDFC94996732,0
CUST54743885,CUST83124299,4833.0,PJZY49352550,0
CUST96415364,CUST89137381,2573.0,MWFD90171356,0
EXTERNAL887068,CUST19791581,2040.0,YMFB25898101,0
EXTERNAL179863,CUST54570501,1228.0,SZDD67000247,0
EXTERNAL179863,CUST48804147,1170.0,VODQ88225824,0
EXTERNAL179863,CUST68297791,1280.0,HVMW84340627,0
EXTERNAL179863,CUST28984415,1226.0,LVLH46914645,0
EXTERNAL476337,CUST54570501,8756.0,YPMA51755933,0
EXTERNAL970572,CUST54570501,11584.0,ASRN55468189,0
EXTERNAL970572,CUST72605616,32390.5,PUAL18220872,0
EXTERNAL865152,CUST34502455,2384.0,DSYS38401790,0
EXTERNAL865152,CUST69837875,1140.5,ZSPD84237067,0
EXTERNAL865152,CUST49112623,1580.0,HFIV69152513,0
EXTERNAL865152,CUST54570501,3803.0,OBCY49409775,0
CUST64111087,CUST54570501,8330.0,MQNM27348644,0
CUST98751418,CUST99163899,1517.0,JCOG64496543,0
CUST98751418,CUST79138251,1260.0,YWSG44026108,0
CUST98751418,EXTERNAL977626,1550.0,ZWMM69902934,0
CUST98751418,CUST56743898,1443.0,YXWA82118831,0
CUST87536772,CUST99163899,1175.0,CZTP92822339,0
CUST11892041,CUST56743898,4961.0,JQSE24414314,0
CUST11892041,CUST99163899,6710.0,LVWQ64683234,0
CUST11892041,EXTERNAL718485,13517.0,UVKW59842944,0
CUST57913348,CUST20442883,1693.0,NMDV44809991,0
EXTERNAL513953,CUST55975993,40400.0,AOIR51895678,0
EXTERNAL513953,CUST20442883,9474.0,WPQT28888513,0
EXTERNAL513953,CUST90346975,49374.0,MCRT66827665,0
EXTERNAL228489,CUST11546110,1014.0,PWSN49499748,0
EXTERNAL228489,CUST20442883,1528.0,GQHO73650979,0
EXTERNAL352953,CUST83256896,1070.0,XICU40635842,0
EXTERNAL352953,CUST20442883,7631.0,HMKZ88997934,0
EXTERNAL420490,CUST12121537,4934.5,CJJL33853379,0
EXTERNAL420490,CUST86587232,4746.5,TTRP79856320,0
EXTERNAL574086,CUST77188529,1185.5,PNWL29264822,0
EXTERNAL331255,CUST18860593,1077.5,UNRY46473425,0
EXTERNAL331255,CUST30830608,1266.0,ZIAQ79235412,0
EXTERNAL331255,CUST94940766,1400.0,YVMB98350529,0
EXTERNAL331255,CUST13463016,1320.0,KBYC21379370,0
EXTERNAL331255,CUST56219495,1518.0,QAPT28704194,0
EXTERNAL331255,CUST40233439,1229.0,EMTF10517326,0
EXTERNAL106339,CUST67368521,5356.0,JQIP33507663,0
CUST67058079,EXTERNAL992017,19842.0,REQO72734836,0
CUST67058079,CUST26637915,1496.0,OMCH58174421,0
CUST67474556,EXTERNAL997785,4584.0,MCGE65169691,0
CUST92998522,EXTERNAL810457,1838.0,QIFG58780880,0
CUST14171052,EXTERNAL662693,2768.0,HVMS19322955,0
CUST14171052,CUST34940880,5862.0,SZUW65522777,0
CUST89189531,EXTERNAL549029,5804.0,KUNQ15289888,0
EXTERNAL977970,CUST89216363,2868.0,HMOZ75452293,0
EXTERNAL977970,CUST85606894,3753.0,LOOR21585314,0
CUST46735985,EXTERNAL515619,1115.0,FXWC55436169,0
CUST46735985,CUST95701952,1675.0,UGWI25274769,0
CUST90947322,EXTERNAL471527,1290.0,HEAC78119130,0
CUST49251619,EXTERNAL935876,5480.0,QWAY75504183,0
CUST78616283,CUST92888820,2585.0,AYGJ97056122,0
CUST78616283,CUST33707167,3486.0,PYYJ75147473,0
CUST78616283,EXTERNAL743527,2808.0,OHBV12325056,0
CUST78616283,CUST22575999,2981.0,DNQH78078249,0
EXTERNAL183930,CUST51439712,1426.0,XGHQ82801605,0
CUST53985465,EXTERNAL455956,1517.0,VIDB18634514,0
CUST53985465,CUST63390497,2102.0,PZVT82356324,0
CUST53985465,EXTERNAL339557,5710.0,RHOZ83251419,0
CUST61222226,EXTERNAL255492,24776.0,ZVFX54732812,0
EXTERNAL536032,CUST87151046,2010.0,KKAK80424459,0
EXTERNAL536032,CUST46366938,2074.0,FWWD16043227,0
CUST66072010,EXTERNAL482753,1273.0,PEGG53455956,0
CUST66072010,CUST79551463,5844.5,SPSF99567931,0
EXTERNAL888087,CUST88352988,1277.0,BDVG32483290,0
CUST62020861,EXTERNAL801140,19147.5,QEKY41486758,0
EXTERNAL955815,CUST45986594,5246.0,DTDZ50712567,0
EXTERNAL955815,CUST24551749,2900.0,TABY33365480,0
EXTERNAL955815,CUST21636254,4622.0,OZWU15370119,0
EXTERNAL955815,CUST90625887,4878.0,FXRL10418252,0
EXTERNAL223500,CUST75956753,5342.0,QAIQ72569360,0
CUST73567835,EXTERNAL538102,1380.0,OHOU45281078,0
CUST73567835,EXTERNAL776434,1216.0,KBKM45596224,0
CUST73567835,EXTERNAL424980,1695.0,HVTC31686006,0
EXTERNAL667625,CUST35460440,13736.5,YCDQ54297181,0
EXTERNAL706869,CUST12665661,1062.0,JBVW46124439,0
EXTERNAL706869,CUST93297539,1100.0,SFSN25890923,0
EXTERNAL706869,CUST66328597,1285.5,RETY34240632,0
EXTERNAL111133,CUST99141870,12611.0,KNGT73834277,0
EXTERNAL111133,CUST26061491,1280.0,ESAL43775575,0
EXTERNAL111133,CUST93295762,8230.5,ENNN65356366,0
CUST75044806,CUST86852996,2760.0,WYIG40441601,0
CUST75044806,EXTERNAL120863,2566.0,HWOK41260439,0
CUST44600228,EXTERNAL253732,18451.5,MXBO89784372,0
CUST44600228,EXTERNAL195401,9604.0,APKB36688884,0
EXTERNAL848616,CUST15589718,1192.0,IVHP33717288,0
CUST14633987,CUST48571889,6889.5,GJAU39585331,0
CUST14633987,CUST13989102,2972.0,ROEF62823047,0
CUST14633987,CUST56330954,5088.5,DAMQ82473394,0
CUST14633987,CUST19760783,1445.0,GLFN10702988,0
CUST14633987,EXTERNAL185294,9079.5,PJKD14605771,0
EXTERNAL195441,CUST11898744,4474.0,DJPB91357201,0
EXTERNAL195441,CUST96987177,1320.5,DJGM12937361,0
EXTERNAL109992,CUST25711226,6720.0,JULN20170006,0
EXTERNAL109992,CUST18681761,6354.0,URVL81229969,0
EXTERNAL388594,CUST44067123,1325.0,BDTF94034361,0
EXTERNAL665380,CUST76905471,1886.0,MMSS21424100,0
EXTERNAL665380,CUST25335283,3304.0,POWF26111072,0
EXTERNAL619394,CUST10037123,4806.5,FOAX41046189,0
EXTERNAL619394,CUST74460982,3676.5,HDKZ73019263,0
CUST42219945,EXTERNAL646579,2805.0,HFSD89832836,0
CUST23671542,EXTERNAL578013,31140.0,IUCW84501388,0
CUST32902928,CUST48227096,2128.5,NMBD32617664,0
EXTERNAL519466,CUST18642796,6320.0,UEER77664616,0
EXTERNAL519466,CUST37029847,1264.0,IPWH45872626,0
EXTERNAL519466,CUST89102356,1086.0,ZMWK24574160,0
CUST39484760,EXTERNAL497543,27866.0,WOYF27538336,0
CUST39484760,EXTERNAL236413,2358.0,BEEX90778873,0
EXTERNAL266657,CUST81917235,1476.0,KVCQ53484705,0
CUST52592946,EXTERNAL231807,2178.0,GBNZ57489753,0
EXTERNAL532451,CUST10409922,1048.5,YIIY54564252,0
EXTERNAL532451,CUST50071501,1024.0,DSVD75447452,0
EXTERNAL532451,CUST67674464,1400.0,VHDA54187648,0
CUST44461928,CUST57178526,2020.0,KDKR45002274,0
CUST44461928,CUST96496773,1909.5,KBGF80080388,0
EXTERNAL274422,CUST36712150,1084.0,GFRL83410488,0
CUST24391302,EXTERNAL798862,1978.0,GYAW76299270,0
EXTERNAL324571,CUST31170857,5795.0,TCNJ24427429,0
CUST31172670,CUST31067866,2025.0,KXFA94370601,0
CUST78571575,EXTERNAL656875,4920.0,PYSO64029295,0
CUST78571575,CUST16387074,3857.0,YZWO26893196,0
CUST70275199,CUST36183285,1290.0,XLAS11065307,0
CUST70275199,CUST41966919,1141.5,FCBQ68227076,0
EXTERNAL442222,CUST83609579,1030.0,SIYM17630024,0
CUST51057141,CUST57299803,2518.0,QNBC66015354,0
EXTERNAL926898,CUST30265440,2876.5,YCBK12266074,0
EXTERNAL926898,CUST11927499,2111.0,HAOU39532542,0
CUST78888352,CUST16102170,2255.0,FETO31314647,0
CUST78888352,CUST17558574,2020.5,GMRO36388309,0
EXTERNAL767703,CUST12699623,1077.5,EPHL20890263,0
EXTERNAL767703,CUST36895285,4387.0,SUGU34383582,0
EXTERNAL179650,CUST11767419,1067.5,UKCQ48860711,0
EXTERNAL179650,CUST34461290,2479.0,XEIJ64983307,0
EXTERNAL179650,CUST48058231,6374.0,PXSI23540750,0
CUST97633455,CUST19372856,3362.0,QISQ20537411,0
CUST97633455,EXTERNAL184506,2236.0,IACF93469666,0
CUST97633455,CUST48094323,1898.5,SNUG22134988,0
CUST91394229,CUST42122797,3330.0,CZAU92323713,0
CUST37435462,CUST29796444,3818.0,WEVQ84238774,0
CUST62776991,CUST27143052,3818.0,NSWG52209008,0
CUST62776991,EXTERNAL984901,5685.0,XHYN14983235,0
CUST62776991,CUST79100624,3000.5,MXDQ50178269,0
CUST62776991,CUST59547963,2470.0,HPLF88654621,0
CUST62776991,CUST30633113,1230.0,LCMD58449563,0
EXTERNAL961768,CUST90625887,9594.0,KUOE44350705,0
EXTERNAL111787,CUST47195930,1469.0,HXUZ84158177,0
CUST67760296,EXTERNAL298611,5610.0,XGHT62881398,0
CUST67760296,CUST20895567,3279.5,EGIQ18330326,0
CUST67760296,CUST71896041,9224.0,VQWE27945981,0
EXTERNAL300517,CUST65991346,9624.0,ZAGO35825344,0
EXTERNAL300517,CUST68198336,11773.0,XNQP93574881,0
CUST26300485,CUST87282740,3306.0,NQEA40084505,0
CUST58206392,EXTERNAL637994,540.0,UMUI89082295,0
EXTERNAL535747,CUST51794708,3393.5,WHFX61758688,0
EXTERNAL323896,CUST13103717,4570.0,LCZD81816956,0
CUST65910095,CUST95392160,1662.0,NOXT92296222,0
EXTERNAL412614,CUST74327086,2532.0,FRXT29078656,0
EXTERNAL412614,CUST81139349,1542.0,ATII22669163,0
CUST62829842,EXTERNAL117176,2382.0,NTLC93104060,0
CUST62829842,EXTERNAL726894,1374.0,MGXP16830945,0
CUST62829842,EXTERNAL308450,3330.0,PUUI22024742,0
CUST55380756,EXTERNAL339621,49564.0,DQNE57565524,0
CUST55380756,CUST52515201,2000.0,DDBY87442616,0
EXTERNAL916453,CUST87635633,1036.0,BLRH42957997,0
EXTERNAL272399,CUST18826840,1650.0,KDPU24843684,0
CUST92313610,CUST19764961,2260.0,NVIU67674883,0
CUST92313610,CUST24474339,1000.0,PWZC48417559,0
CUST80628259,EXTERNAL808154,1110.0,ROHB91666085,0
CUST80628259,EXTERNAL475928,1040.0,UROW35795197,0
EXTERNAL158927,CUST85893508,1087.5,NOXD42542658,0
EXTERNAL579023,CUST90585792,2046.0,DCFF38166304,0
EXTERNAL579023,CUST56743935,17070.0,BPRU80410852,0
CUST82945876,EXTERNAL351917,19951.0,DKUA22605355,0
CUST55524461,CUST57964113,1076.0,FSJG75940266,0
CUST17513706,EXTERNAL363105,19400.5,NPKE96343933,0
CUST17513706,EXTERNAL659042,6144.0,DQTE45503035,0
EXTERNAL522985,CUST29607910,2664.0,EBRJ84156233,0
CUST73217707,EXTERNAL157116,15535.0,DITD78835551,0
