Source,Target,Amount,trxn_id,transaction type
EXTERNAL115428,CUST13311146,1370,UETX62545165,0
EXTERNAL756713,CUST45674350,3255,KLLD30760413,0
EXTERNAL756713,CUST90480699,1473.5,LUSG62978992,0
EXTERNAL758532,CUST28074411,3377,WAIM18518952,0
EXTERNAL758532,CUST45674350,2492,GNIE57005186,0
EXTERNAL758532,CUST45674350,2545,VPEN32084079,0
EXTERNAL758532,CUST54938421,4136,MZQO55587583,0
EXTERNAL758532,CUST33480192,4155,UCCG48929420,0
EXTERNAL892205,CUST64546436,2034.5,ASRP53888587,0
EXTERNAL892205,CUST45674350,4208,QOOV98232188,0
EXTERNAL935466,CUST73457399,6195,BLAH49970970,0
EXTERNAL935466,CUST91848246,6710,CQBN88593405,0
EXTERNAL940827,CUST73457399,3427,KQOR69653983,0
EXTERNAL940827,CUST93669479,28711.5,XGXE15531629,0
EXTERNAL940827,CUST69081517,4918,YQNE70792316,0
EXTERNAL940827,CUST88436666,4337,OJFD73360372,0
EXTERNAL411376,CUST47761322,27998,RWHO23964322,0
EXTERNAL411376,CUST73457399,2928,DVXC28844879,0
EXTERNAL411376,CUST50119698,32770,GGEG16170589,0
EXTERNAL500937,CUST80923417,1610,FJVX40730910,0
EXTERNAL500937,CUST73457399,1348,YPCZ93098862,0
EXTERNAL500937,CUST55614695,1162,QNAM48784698,0
EXTERNAL265823,CUST73457399,5373,ZDBB20260965,0
CUST39976333,CUST28125890,6107,ZWSC20281654,0
EXTERNAL282310,CUST56773716,9722.5,YEAR70369550,0
EXTERNAL282310,CUST39216311,7847,OENR86233894,0
EXTERNAL282310,CUST28125890,4977,SDBP74338400,0
CUST89838718,CUST15503361,12015.5,PIAR65136048,0
CUST89838718,CUST15503361,12460,MSYM12671044,0
EXTERNAL687978,CUST43422083,1610,PVCM30428155,0
EXTERNAL687978,CUST15503361,1246,UVMR29616586,0
EXTERNAL687978,CUST28813703,1843,YAKR67186143,0
EXTERNAL687978,CUST34756871,1050,PHXV78688600,0
CUST37884490,CUST15503361,3502,VHGC75340335,0
EXTERNAL454168,CUST15503361,7290,DEXH35146677,0
EXTERNAL454168,CUST96855426,8671,BCGG12205565,0
CUST52269735,CUST63505111,1660,YPVA97509080,0
EXTERNAL463866,CUST85769551,17996,RWWP12027562,0
EXTERNAL140181,CUST54631251,5280,GAIG71967830,0
EXTERNAL140181,CUST38966266,1086,ELOX83423196,0
EXTERNAL140181,CUST85769551,5602.5,RUIU71394748,0
EXTERNAL140181,CUST99931838,4230.5,VPCH63064399,0
EXTERNAL140181,CUST64222586,4593.5,IPLH91809354,0
EXTERNAL588946,CUST85769551,43970,WESJ57599710,0
EXTERNAL650015,CUST85769551,5328,GIFX40536018,0
EXTERNAL650015,CUST25100749,5288,EAMX33095729,0
EXTERNAL317650,CUST41274277,65770,EYLT30186934,0
EXTERNAL317650,CUST85769551,45428.5,PGZT20862301,0
EXTERNAL317650,CUST49987229,44200,LXMD82102595,0
EXTERNAL611016,CUST26958534,40085,MCEP79216133,0
EXTERNAL611016,CUST24564765,1040,WYGY63689814,0
EXTERNAL611016,CUST70236467,40068,ZVQO50301845,0
EXTERNAL611016,CUST85769551,2587,HTLR49716121,0
EXTERNAL527948,CUST38998449,25112,AJBR34672906,0
EXTERNAL527948,CUST85769551,8042,TNFK87552838,0
EXTERNAL198315,CUST85769551,1035,WHOA71672514,0
EXTERNAL322457,CUST24889770,1130,USWO20434926,0
EXTERNAL322457,CUST99442802,5299,OOXZ97207529,0
EXTERNAL322457,CUST24434573,1184,INEX84385378,0
EXTERNAL322457,CUST40709755,23479,QOOR12843062,0
EXTERNAL374419,CUST24889770,1267,KOFZ96495794,0
EXTERNAL374419,CUST94577407,2631,XJBJ94672767,0
EXTERNAL374419,CUST68147585,3512,AMCN74070525,0
EXTERNAL374419,CUST76493457,1630,JMFY15855046,0
EXTERNAL374419,CUST99281574,2029,GBMA36031997,0
EXTERNAL555055,CUST85302937,7064,XYDZ47597437,0
EXTERNAL555055,CUST24889770,1070,XZOI38648281,0
EXTERNAL555055,CUST24255560,5422,UNYZ36099401,0
EXTERNAL555055,CUST58130513,1790,KKCM91430830,0
EXTERNAL339803,CUST29156003,4507,MJDV18187867,0
EXTERNAL339803,CUST55050625,3005.5,IZMJ83594339,0
EXTERNAL339803,CUST29156003,8892,UTMX90242085,0
EXTERNAL443861,CUST28564744,11881,UXKD57667176,0
EXTERNAL443861,CUST29156003,6628,HWKA31284418,0
EXTERNAL443861,CUST39648535,3040,BEDH23284194,0
CUST59187176,EXTERNAL390924,1770.5,XGGI27901860,0
CUST59187176,CUST35475939,6598,CAGH82955126,0
EXTERNAL535585,CUST33059790,1160,BUFT23702827,0
EXTERNAL624650,CUST33059790,6663,EORY89557558,0
EXTERNAL152078,CUST93823788,9349.5,AWTO52863946,0
EXTERNAL152078,CUST71482189,5240,VEGI78323733,0
EXTERNAL152078,CUST33059790,7893,CDHO23045219,0
EXTERNAL264989,CUST75213349,58075,JMQD61087677,0
EXTERNAL439731,CUST75213349,1100,YNPK11997116,0
EXTERNAL647922,CUST13567965,2885.5,KCTO61488099,0
CUST18223545,CUST89137381,1306.5,OIIC70786923,0
CUST18223545,CUST89273283,1544,JYBH74109293,0
CUST60829394,CUST89137381,2600,SFPN86777864,0
CUST54743885,CUST36025754,4380,IGHL14029562,0
CUST54743885,CUST89137381,9838.5,UDFC94996732,0
CUST54743885,CUST83124299,4833,PJZY49352550,0
CUST96415364,CUST89137381,2573,MWFD90171356,0
EXTERNAL887068,CUST19791581,2040,YMFB25898101,0
EXTERNAL179863,CUST54570501,1228,SZDD67000247,0
EXTERNAL179863,CUST48804147,1170,VODQ88225824,0
EXTERNAL179863,CUST68297791,1280,HVMW84340627,0
EXTERNAL179863,CUST28984415,1226,LVLH46914645,0
EXTERNAL476337,CUST54570501,8756,YPMA51755933,0
EXTERNAL970572,CUST54570501,11584,ASRN55468189,0
EXTERNAL970572,CUST72605616,32390.5,PUAL18220872,0
EXTERNAL865152,CUST34502455,2384,DSYS38401790,0
EXTERNAL865152,CUST69837875,1140.5,ZSPD84237067,0
EXTERNAL865152,CUST49112623,1580,HFIV69152513,0
EXTERNAL865152,CUST54570501,3803,OBCY49409775,0
CUST64111087,CUST54570501,8330,MQNM27348644,0
CUST98751418,CUST99163899,1517,JCOG64496543,0
CUST98751418,CUST79138251,1260,YWSG44026108,0
CUST98751418,EXTERNAL977626,1550,ZWMM69902934,0
CUST98751418,CUST56743898,1443,YXWA82118831,0
CUST87536772,CUST99163899,1175,CZTP92822339,0
CUST11892041,CUST56743898,4961,JQSE24414314,0
CUST11892041,CUST99163899,6710,LVWQ64683234,0
CUST11892041,EXTERNAL718485,13517,UVKW59842944,0
CUST57913348,CUST20442883,1693,NMDV44809991,0
EXTERNAL513953,CUST55975993,40400,AOIR51895678,0
EXTERNAL513953,CUST20442883,9474,WPQT28888513,0
EXTERNAL513953,CUST90346975,49374,MCRT66827665,0
EXTERNAL228489,CUST11546110,1014,PWSN49499748,0
EXTERNAL228489,CUST20442883,1528,GQHO73650979,0
EXTERNAL352953,CUST83256896,1070,XICU40635842,0
EXTERNAL352953,CUST20442883,7631,HMKZ88997934,0
EXTERNAL420490,CUST12121537,4934.5,CJJL33853379,0
EXTERNAL420490,CUST86587232,4746.5,TTRP79856320,0
EXTERNAL574086,CUST77188529,1185.5,PNWL29264822,0
CUST78405800,CUST95207491,1852.5,XHNM67081134,0
CUST78405800,CUST31374725,7120,UCLN32342449,0
CUST78405800,CUST31299272,5905,RIXR78427069,0
CUST78405800,CUST92232880,1062,MLRB18513148,0
EXTERNAL806507,CUST84709973,10440,ZEBN91466714,0
EXTERNAL806507,CUST32419908,6616,IKPO40589120,0
EXTERNAL806507,CUST55537469,10900,XUWN80398582,0
EXTERNAL806507,CUST31299272,6728,DTKP52750907,0
EXTERNAL779298,CUST18080503,1524,CYQH52290009,0
EXTERNAL779298,CUST34251561,17072,MDKZ21234499,0
CUST64876356,EXTERNAL279728,13008,RHSY39557796,0
CUST64876356,CUST34251561,11304,NZIF89304249,0
CUST64876356,EXTERNAL938577,39236,PQPR17010286,0
CUST51748072,CUST34251561,1514,VNML80022464,0
EXTERNAL703427,CUST54938421,8013,AMGP93586055,0
EXTERNAL703427,CUST34251561,12095,BSKP11370280,0
EXTERNAL584918,CUST76469825,1815.5,SRPZ78487151,0
EXTERNAL106732,CUST76469825,5812,OPHN31631396,0
EXTERNAL106732,CUST73810538,9097,CZBM45870909,0
EXTERNAL106732,CUST48478896,8054,GEYJ75908797,0
EXTERNAL207793,CUST76469825,8850,ZCMO82694037,0
EXTERNAL207793,CUST92733696,5857,MBZP88821160,0
EXTERNAL368915,CUST76469825,1015,FOYE35771302,0
CUST53833901,CUST50538854,26254,EDOU14493182,0
CUST47778545,CUST50538854,25592.5,MNDA30836755,0
CUST47778545,CUST84195234,1853.5,EWYE58175542,0
CUST47778545,CUST49561640,3717.5,ESIR69662030,0
CUST47778545,CUST31366173,21448,PEGE52222518,0
EXTERNAL784848,CUST19459381,4804.5,DRSL93147349,0
EXTERNAL784848,CUST12694182,4307.5,IQZZ37017376,0
EXTERNAL784848,CUST37497310,7890,ZOKJ36265621,0
CUST44533046,CUST19459381,21362,LLET24129651,0
CUST44533046,CUST97404838,2111,FWPR17814047,0
CUST44533046,EXTERNAL305987,32095,YDEV71621021,0
EXTERNAL506125,CUST19459381,33724.5,AUVT56366007,0
CUST78845624,CUST19459381,18288,HUHI87869998,0
EXTERNAL286885,CUST82014593,1180,FWDL11171878,0
EXTERNAL304692,CUST29725513,1802,PYAA61966124,0
EXTERNAL304692,CUST86422958,7066,NWJY81471358,0
EXTERNAL304692,CUST63606829,19514,CRAA31982664,0
EXTERNAL304692,CUST11652307,2909.5,AYCU59771819,0
EXTERNAL304692,CUST35740537,1778,TICF32101867,0
EXTERNAL304692,CUST35877675,4274.5,XRYS18796563,0
EXTERNAL304692,CUST28240285,10474,WCTR18442257,0
CUST81147308,CUST25476094,1754,RNMS98835662,0
CUST81147308,CUST80669678,4880,CZRJ53514594,0
CUST93690297,CUST93300931,4758,RWBS64104304,0
CUST93690297,CUST18277944,2340,LGXT59407518,0
EXTERNAL237250,CUST18277944,3168,SBPL11813898,0
EXTERNAL776213,CUST83877426,2320,DTVL22875282,0
EXTERNAL776213,CUST18277944,1860.5,JNHJ20403744,0
EXTERNAL218362,CUST18277944,1493,PTQF94255216,0
CUST67567860,EXTERNAL364167,5203,HTOO98309449,0
CUST67567860,CUST18277944,2470,RFXW83077714,0
CUST12671609,EXTERNAL188537,1523,MCNU19400547,0
CUST12671609,EXTERNAL209286,1208,VAFH75459587,0
EXTERNAL446647,CUST38131074,1274,CEZT76088676,0
CUST55380106,CUST28434211,1873.5,IDMC38069527,0
CUST55739514,EXTERNAL531933,6244,FEMD31846076,0
CUST55739514,CUST81232964,4802,QCTO71149885,0
CUST55739514,CUST73199995,3680,KGVO14341936,0
CUST19678855,CUST95472175,13155.5,QSFZ62854663,0
CUST19678855,CUST36687448,1325,BKGK21586889,0
CUST19678855,EXTERNAL914822,10500,WPAN36549741,0
CUST19678855,EXTERNAL531933,4352,IKJL99102096,0
CUST12992046,CUST32365345,34233,OHKG48655557,0
EXTERNAL535747,CUST51794708,3393.5,WHFX61758688,0
EXTERNAL323896,CUST13103717,4570,LCZD81816956,0
CUST65910095,CUST95392160,1662,NOXT92296222,0
EXTERNAL412614,CUST74327086,2532,FRXT29078656,0
EXTERNAL412614,CUST81139349,1542,ATII22669163,0
CUST62829842,EXTERNAL117176,2382,NTLC93104060,0
CUST62829842,EXTERNAL726894,1374,MGXP16830945,0
CUST62829842,EXTERNAL308450,3330,PUUI22024742,0
CUST55380756,EXTERNAL339621,49564,DQNE57565524,0
CUST55380756,CUST52515201,2000,DDBY87442616,0
CUST46735985,EXTERNAL515619,1115,FXWC55436169,0
CUST46735985,CUST95701952,1675,UGWI25274769,0
CUST90947322,EXTERNAL471527,1290,HEAC78119130,0
EXTERNAL916453,CUST87635633,1036,BLRH42957997,0
EXTERNAL272399,CUST18826840,1650,KDPU24843684,0
CUST92313610,CUST19764961,2260,NVIU67674883,0
CUST92313610,CUST24474339,1000,PWZC48417559,0
CUST80628259,EXTERNAL808154,1110,ROHB91666085,0
CUST80628259,EXTERNAL475928,1040,UROW35795197,0
EXTERNAL158927,CUST85893508,1087.5,NOXD42542658,0
EXTERNAL579023,CUST90585792,2046,DCFF38166304,0
EXTERNAL579023,CUST56743935,17070,BPRU80410852,0
CUST82945876,EXTERNAL351917,19951,DKUA22605355,0
CUST78616283,CUST92888820,2585,AYGJ97056122,0
CUST78616283,CUST33707167,3486,PYYJ75147473,0
CUST78616283,EXTERNAL743527,2808,OHBV12325056,0
CUST78616283,CUST22575999,2981,DNQH78078249,0
CUST55524461,CUST57964113,1076,FSJG75940266,0
CUST17513706,EXTERNAL363105,19400.5,NPKE96343933,0
CUST17513706,EXTERNAL659042,6144,DQTE45503035,0
EXTERNAL522985,CUST29607910,2664,EBRJ84156233,0
CUST73217707,EXTERNAL157116,15535,DITD78835551,0
CUST90442626,CUST60309652,1409,ABMI92169573,0
CUST93542575,CUST77258732,1270,HBHD84512727,0
CUST33097384,EXTERNAL971883,7350,ZWTB24612510,0
CUST42219945,EXTERNAL646579,2805,HFSD89832836,0
CUST23671542,EXTERNAL578013,31140,IUCW84501388,0
CUST32902928,CUST48227096,2128.5,NMBD32617664,0
CUST90295739,CUST28453984,3795,PIGG75405017,0
CUST90295739,CUST53103922,1804,NMWN57149374,0
CUST38900516,CUST66959416,1821,RVHD75924019,0
CUST40711059,EXTERNAL903292,32581.5,HMPA77770985,0
EXTERNAL132127,CUST62969185,2718,KXSK74163195,0
EXTERNAL132127,CUST30904591,2264,FSXK14180813,0
EXTERNAL754609,CUST80371371,2468,AYCS70726948,0
EXTERNAL754609,CUST43659183,1119.5,IFTV25116540,0
EXTERNAL620178,CUST96968099,1991,ZEXU14795519,0
CUST53699007,EXTERNAL419172,3917,RWRZ55609675,0
CUST53699007,CUST17871991,2758,JJXQ42735603,0
CUST72233104,EXTERNAL455676,8630,MTLV16250981,0
CUST55624027,EXTERNAL176215,1380,PEAG57184734,0
EXTERNAL532451,CUST10409922,1048.5,YIIY54564252,0
EXTERNAL532451,CUST50071501,1024,DSVD75447452,0
EXTERNAL532451,CUST67674464,1400,VHDA54187648,0
EXTERNAL941183,CUST33118710,1328,HZMC48962495,0
EXTERNAL878020,CUST76981370,5544,GEHO49397931,0
EXTERNAL836890,CUST96702713,9498.5,INZS73605575,0
CUST56676120,CUST31203996,3035,ZJTD40329569,0
CUST56676120,CUST94687811,4049.5,GUDT44274949,0
CUST71107394,CUST24539383,1195,PDOF59530480,0
CUST12852950,CUST10543571,6623.5,TGOC69909763,0
CUST12852950,CUST79801194,3758,NMWO59109361,0
CUST78571575,EXTERNAL656875,4920,PYSO64029295,0
CUST78571575,CUST16387074,3857,YZWO26893196,0
CUST70275199,CUST36183285,1290,XLAS11065307,0
CUST70275199,CUST41966919,1141.5,FCBQ68227076,0
EXTERNAL442222,CUST83609579,1030,SIYM17630024,0
CUST59287161,EXTERNAL332287,9969,DKNL81268168,0
EXTERNAL287256,CUST90921813,2005,SAAW78697018,0
EXTERNAL287256,CUST57853649,9766.5,VNZA72327375,0
EXTERNAL287256,CUST78381392,3720,CPYP45793730,0
CUST32717756,CUST37345704,4582,PTSF82198917,0
CUST32717756,CUST25216525,10163,HGPF11951193,0
CUST32717756,CUST72193210,7785,FDJD84042559,0
CUST32717756,EXTERNAL549644,7640,CYBF34744408,0
CUST32717756,EXTERNAL373224,28780,GTZV20611733,0
EXTERNAL106457,CUST72055524,1000,CLOM65041492,0
EXTERNAL106457,CUST78803542,1120,JLTC80913455,0
EXTERNAL970609,CUST66369811,1915,UTPV35707006,0
EXTERNAL970609,CUST89255843,1963.5,OYPZ52770443,0
CUST10482801,CUST87727321,4256,YEAL35492095,0
CUST65697157,CUST14421422,1838,LLXI17786227,0
CUST65697157,CUST67775829,2489.5,QEGT68586445,0
CUST49868626,CUST43421234,1884,HZZF94644778,0
CUST49868626,EXTERNAL144275,1127,WSLI16776363,0
CUST86582333,CUST13288612,3376,CBZK48622404,0
CUST86582333,CUST81079233,1219,MJFZ85627732,0
EXTERNAL817034,CUST46447625,2476,UHDD11889055,0
EXTERNAL817034,CUST78293033,2370,FYHR68353741,0
CUST12268249,CUST38922213,3354,KHOM49466565,0
CUST81064890,CUST19988152,4763,TTDX73265340,0
CUST81064890,CUST90227869,4400,LPHN50493745,0
CUST81064890,EXTERNAL264549,3463,ZOLR48849520,0
CUST62031176,CUST35072124,1656,TASK27247909,0
CUST62031176,EXTERNAL250753,1370,CJZU22011780,0
CUST62031176,EXTERNAL639347,1868.5,SZBE22952027,0
CUST18480796,EXTERNAL897509,1468.5,LJFP95293004,0
CUST18480796,CUST23501713,1518.5,PKLL52831326,0
EXTERNAL111407,CUST91199927,1377,HSKK19358403,0
EXTERNAL854364,CUST39791936,1169,PHRA23477270,0
EXTERNAL844011,CUST55464304,2018,CNUG85801574,0
EXTERNAL844011,CUST76191589,1746.5,ZRYZ51526258,0
EXTERNAL844011,CUST87261752,1604,NJVW22778213,0
EXTERNAL960952,CUST80405866,1243.5,USKM58365914,0
EXTERNAL960952,CUST58527787,1282.5,PBAR85327884,0
EXTERNAL542211,CUST38098328,1127,FYRY18266773,0
EXTERNAL458069,CUST13454657,1651,AQZV91972689,0
CUST28889884,CUST29679797,2585,FDUD88578753,0
CUST66356997,CUST54719910,1220,GXTR94586802,0
CUST73504284,EXTERNAL601914,45700,FYNX34258548,0
CUST43182273,EXTERNAL529128,3024,QVKN19592139,0
EXTERNAL194012,CUST13944316,2312,QCXH43205497,0
EXTERNAL390775,CUST25697455,2015,LBKB95865652,0
CUST76097535,EXTERNAL428419,1247,XTSJ22034706,0
CUST43701456,CUST74652114,1012,DWOC98785491,0
CUST43701456,CUST94696465,1654,ILAZ54223512,0
CUST36965332,EXTERNAL734569,3512,DQNG24127525,0
CUST36965332,EXTERNAL957293,1751,WBAD83436059,0
CUST36965332,CUST96250297,1645,OOJO75232507,0
CUST36965332,EXTERNAL973812,6484,YCMC96841068,0
EXTERNAL418818,CUST33130087,8650,WIPG54211361,0
CUST90319384,EXTERNAL655093,5420,BDOQ73252382,0
